cod_dsei,Country or Area,Year,Area,Sex,Age,Record Type,Reliability,Source Year,Value,Value Footnotes
10,CEARÁ,2019,Total,Ambos os sexos,49,Estimado em dados da saúde indígena,Provisório,2020,257,
10,CEARÁ,2019,Total,Ambos os sexos,50,Estimado em dados da saúde indígena,Provisório,2020,259,
10,CEARÁ,2019,Total,Ambos os sexos,51,Estimado em dados da saúde indígena,Provisório,2020,245,
10,CEARÁ,2019,Total,Ambos os sexos,52,Estimado em dados da saúde indígena,Provisório,2020,227,
10,CEARÁ,2019,Total,Ambos os sexos,53,Estimado em dados da saúde indígena,Provisório,2020,252,
10,CEARÁ,2019,Total,Ambos os sexos,54,Estimado em dados da saúde indígena,Provisório,2020,216,
10,CEARÁ,2019,Total,Ambos os sexos,55,Estimado em dados da saúde indígena,Provisório,2020,245,
10,CEARÁ,2019,Total,Ambos os sexos,56,Estimado em dados da saúde indígena,Provisório,2020,194,
10,CEARÁ,2019,Total,Ambos os sexos,57,Estimado em dados da saúde indígena,Provisório,2020,227,
10,CEARÁ,2019,Total,Ambos os sexos,58,Estimado em dados da saúde indígena,Provisório,2020,199,
10,CEARÁ,2019,Total,Ambos os sexos,59,Estimado em dados da saúde indígena,Provisório,2020,189,
10,CEARÁ,2019,Total,Ambos os sexos,60,Estimado em dados da saúde indígena,Provisório,2020,143,
10,CEARÁ,2019,Total,Ambos os sexos,61,Estimado em dados da saúde indígena,Provisório,2020,166,
10,CEARÁ,2019,Total,Ambos os sexos,62,Estimado em dados da saúde indígena,Provisório,2020,152,
10,CEARÁ,2019,Total,Ambos os sexos,63,Estimado em dados da saúde indígena,Provisório,2020,148,
10,CEARÁ,2019,Total,Ambos os sexos,64,Estimado em dados da saúde indígena,Provisório,2020,149,
10,CEARÁ,2019,Total,Ambos os sexos,65,Estimado em dados da saúde indígena,Provisório,2020,134,
10,CEARÁ,2019,Total,Ambos os sexos,66,Estimado em dados da saúde indígena,Provisório,2020,130,
10,CEARÁ,2019,Total,Ambos os sexos,67,Estimado em dados da saúde indígena,Provisório,2020,113,
10,CEARÁ,2019,Total,Ambos os sexos,68,Estimado em dados da saúde indígena,Provisório,2020,115,
10,CEARÁ,2019,Total,Ambos os sexos,69,Estimado em dados da saúde indígena,Provisório,2020,108,
10,CEARÁ,2019,Total,Ambos os sexos,70,Estimado em dados da saúde indígena,Provisório,2020,107,
10,CEARÁ,2019,Total,Ambos os sexos,71,Estimado em dados da saúde indígena,Provisório,2020,101,
10,CEARÁ,2019,Total,Ambos os sexos,72,Estimado em dados da saúde indígena,Provisório,2020,87,
10,CEARÁ,2019,Total,Ambos os sexos,73,Estimado em dados da saúde indígena,Provisório,2020,91,
10,CEARÁ,2019,Total,Ambos os sexos,74,Estimado em dados da saúde indígena,Provisório,2020,79,
10,CEARÁ,2019,Total,Ambos os sexos,75,Estimado em dados da saúde indígena,Provisório,2020,64,
10,CEARÁ,2019,Total,Ambos os sexos,76,Estimado em dados da saúde indígena,Provisório,2020,62,
10,CEARÁ,2019,Total,Ambos os sexos,77,Estimado em dados da saúde indígena,Provisório,2020,60,
10,CEARÁ,2019,Total,Ambos os sexos,78,Estimado em dados da saúde indígena,Provisório,2020,57,
10,CEARÁ,2019,Total,Ambos os sexos,79,Estimado em dados da saúde indígena,Provisório,2020,66,
10,CEARÁ,2019,Total,Ambos os sexos,80,Estimado em dados da saúde indígena,Provisório,2020,44,
10,CEARÁ,2019,Total,Ambos os sexos,81,Estimado em dados da saúde indígena,Provisório,2020,63,
10,CEARÁ,2019,Total,Ambos os sexos,82,Estimado em dados da saúde indígena,Provisório,2020,39,
10,CEARÁ,2019,Total,Ambos os sexos,83,Estimado em dados da saúde indígena,Provisório,2020,49,
10,CEARÁ,2019,Total,Ambos os sexos,84,Estimado em dados da saúde indígena,Provisório,2020,37,
10,CEARÁ,2019,Total,Ambos os sexos,85,Estimado em dados da saúde indígena,Provisório,2020,31,
10,CEARÁ,2019,Total,Ambos os sexos,86,Estimado em dados da saúde indígena,Provisório,2020,26,
10,CEARÁ,2019,Total,Ambos os sexos,87,Estimado em dados da saúde indígena,Provisório,2020,21,
10,CEARÁ,2019,Total,Ambos os sexos,88,Estimado em dados da saúde indígena,Provisório,2020,14,
10,CEARÁ,2019,Total,Ambos os sexos,89,Estimado em dados da saúde indígena,Provisório,2020,22,
10,CEARÁ,2019,Total,Ambos os sexos,90,Estimado em dados da saúde indígena,Provisório,2020,25,
10,CEARÁ,2019,Total,Ambos os sexos,91,Estimado em dados da saúde indígena,Provisório,2020,12,
10,CEARÁ,2019,Total,Ambos os sexos,92,Estimado em dados da saúde indígena,Provisório,2020,11,
10,CEARÁ,2019,Total,Ambos os sexos,93,Estimado em dados da saúde indígena,Provisório,2020,6,
10,CEARÁ,2019,Total,Ambos os sexos,94,Estimado em dados da saúde indígena,Provisório,2020,7,
10,CEARÁ,2019,Total,Ambos os sexos,95,Estimado em dados da saúde indígena,Provisório,2020,5,
10,CEARÁ,2019,Total,Ambos os sexos,96,Estimado em dados da saúde indígena,Provisório,2020,7,
10,CEARÁ,2019,Total,Ambos os sexos,97,Estimado em dados da saúde indígena,Provisório,2020,7,
10,CEARÁ,2019,Total,Ambos os sexos,98,Estimado em dados da saúde indígena,Provisório,2020,2,
10,CEARÁ,2019,Total,Ambos os sexos,99,Estimado em dados da saúde indígena,Provisório,2020,3,
10,CEARÁ,2019,Total,Ambos os sexos,100,Estimado em dados da saúde indígena,Provisório,2020,2,
10,CEARÁ,2019,Total,Ambos os sexos,101,Estimado em dados da saúde indígena,Provisório,2020,1,
10,CEARÁ,2019,Total,Ambos os sexos,103,Estimado em dados da saúde indígena,Provisório,2020,1,
10,CEARÁ,2019,Total,Ambos os sexos,104,Estimado em dados da saúde indígena,Provisório,2020,1,
10,CEARÁ,2019,Total,Ambos os sexos,107,Estimado em dados da saúde indígena,Provisório,2020,1,
11,MINAS GERAIS E ESPÍRITO SANTO,2019,Total,Ambos os sexos,0,Estimado em dados da saúde indígena,Provisório,2020,399,
11,MINAS GERAIS E ESPÍRITO SANTO,2019,Total,Ambos os sexos,1,Estimado em dados da saúde indígena,Provisório,2020,456,
11,MINAS GERAIS E ESPÍRITO SANTO,2019,Total,Ambos os sexos,2,Estimado em dados da saúde indígena,Provisório,2020,430,
11,MINAS GERAIS E ESPÍRITO SANTO,2019,Total,Ambos os sexos,3,Estimado em dados da saúde indígena,Provisório,2020,427,
11,MINAS GERAIS E ESPÍRITO SANTO,2019,Total,Ambos os sexos,4,Estimado em dados da saúde indígena,Provisório,2020,467,
11,MINAS GERAIS E ESPÍRITO SANTO,2019,Total,Ambos os sexos,5,Estimado em dados da saúde indígena,Provisório,2020,459,
11,MINAS GERAIS E ESPÍRITO SANTO,2019,Total,Ambos os sexos,6,Estimado em dados da saúde indígena,Provisório,2020,443,
11,MINAS GERAIS E ESPÍRITO SANTO,2019,Total,Ambos os sexos,7,Estimado em dados da saúde indígena,Provisório,2020,412,
11,MINAS GERAIS E ESPÍRITO SANTO,2019,Total,Ambos os sexos,8,Estimado em dados da saúde indígena,Provisório,2020,385,
11,MINAS GERAIS E ESPÍRITO SANTO,2019,Total,Ambos os sexos,9,Estimado em dados da saúde indígena,Provisório,2020,427,
11,MINAS GERAIS E ESPÍRITO SANTO,2019,Total,Ambos os sexos,10,Estimado em dados da saúde indígena,Provisório,2020,403,
11,MINAS GERAIS E ESPÍRITO SANTO,2019,Total,Ambos os sexos,11,Estimado em dados da saúde indígena,Provisório,2020,429,
11,MINAS GERAIS E ESPÍRITO SANTO,2019,Total,Ambos os sexos,12,Estimado em dados da saúde indígena,Provisório,2020,413,
11,MINAS GERAIS E ESPÍRITO SANTO,2019,Total,Ambos os sexos,13,Estimado em dados da saúde indígena,Provisório,2020,415,
11,MINAS GERAIS E ESPÍRITO SANTO,2019,Total,Ambos os sexos,14,Estimado em dados da saúde indígena,Provisório,2020,418,
11,MINAS GERAIS E ESPÍRITO SANTO,2019,Total,Ambos os sexos,15,Estimado em dados da saúde indígena,Provisório,2020,416,
11,MINAS GERAIS E ESPÍRITO SANTO,2019,Total,Ambos os sexos,16,Estimado em dados da saúde indígena,Provisório,2020,369,
11,MINAS GERAIS E ESPÍRITO SANTO,2019,Total,Ambos os sexos,17,Estimado em dados da saúde indígena,Provisório,2020,395,
11,MINAS GERAIS E ESPÍRITO SANTO,2019,Total,Ambos os sexos,18,Estimado em dados da saúde indígena,Provisório,2020,385,
11,MINAS GERAIS E ESPÍRITO SANTO,2019,Total,Ambos os sexos,19,Estimado em dados da saúde indígena,Provisório,2020,373,
11,MINAS GERAIS E ESPÍRITO SANTO,2019,Total,Ambos os sexos,20,Estimado em dados da saúde indígena,Provisório,2020,354,
11,MINAS GERAIS E ESPÍRITO SANTO,2019,Total,Ambos os sexos,21,Estimado em dados da saúde indígena,Provisório,2020,337,
11,MINAS GERAIS E ESPÍRITO SANTO,2019,Total,Ambos os sexos,22,Estimado em dados da saúde indígena,Provisório,2020,299,
11,MINAS GERAIS E ESPÍRITO SANTO,2019,Total,Ambos os sexos,23,Estimado em dados da saúde indígena,Provisório,2020,266,
11,MINAS GERAIS E ESPÍRITO SANTO,2019,Total,Ambos os sexos,24,Estimado em dados da saúde indígena,Provisório,2020,306,
11,MINAS GERAIS E ESPÍRITO SANTO,2019,Total,Ambos os sexos,25,Estimado em dados da saúde indígena,Provisório,2020,293,
11,MINAS GERAIS E ESPÍRITO SANTO,2019,Total,Ambos os sexos,26,Estimado em dados da saúde indígena,Provisório,2020,273,
11,MINAS GERAIS E ESPÍRITO SANTO,2019,Total,Ambos os sexos,27,Estimado em dados da saúde indígena,Provisório,2020,262,
11,MINAS GERAIS E ESPÍRITO SANTO,2019,Total,Ambos os sexos,28,Estimado em dados da saúde indígena,Provisório,2020,276,
11,MINAS GERAIS E ESPÍRITO SANTO,2019,Total,Ambos os sexos,29,Estimado em dados da saúde indígena,Provisório,2020,236,
11,MINAS GERAIS E ESPÍRITO SANTO,2019,Total,Ambos os sexos,30,Estimado em dados da saúde indígena,Provisório,2020,241,
11,MINAS GERAIS E ESPÍRITO SANTO,2019,Total,Ambos os sexos,31,Estimado em dados da saúde indígena,Provisório,2020,218,
11,MINAS GERAIS E ESPÍRITO SANTO,2019,Total,Ambos os sexos,32,Estimado em dados da saúde indígena,Provisório,2020,261,
11,MINAS GERAIS E ESPÍRITO SANTO,2019,Total,Ambos os sexos,33,Estimado em dados da saúde indígena,Provisório,2020,249,
11,MINAS GERAIS E ESPÍRITO SANTO,2019,Total,Ambos os sexos,34,Estimado em dados da saúde indígena,Provisório,2020,244,
11,MINAS GERAIS E ESPÍRITO SANTO,2019,Total,Ambos os sexos,35,Estimado em dados da saúde indígena,Provisório,2020,207,
11,MINAS GERAIS E ESPÍRITO SANTO,2019,Total,Ambos os sexos,36,Estimado em dados da saúde indígena,Provisório,2020,219,
11,MINAS GERAIS E ESPÍRITO SANTO,2019,Total,Ambos os sexos,37,Estimado em dados da saúde indígena,Provisório,2020,247,
11,MINAS GERAIS E ESPÍRITO SANTO,2019,Total,Ambos os sexos,38,Estimado em dados da saúde indígena,Provisório,2020,199,
11,MINAS GERAIS E ESPÍRITO SANTO,2019,Total,Ambos os sexos,39,Estimado em dados da saúde indígena,Provisório,2020,197,
11,MINAS GERAIS E ESPÍRITO SANTO,2019,Total,Ambos os sexos,40,Estimado em dados da saúde indígena,Provisório,2020,184,
11,MINAS GERAIS E ESPÍRITO SANTO,2019,Total,Ambos os sexos,41,Estimado em dados da saúde indígena,Provisório,2020,158,
11,MINAS GERAIS E ESPÍRITO SANTO,2019,Total,Ambos os sexos,42,Estimado em dados da saúde indígena,Provisório,2020,153,
11,MINAS GERAIS E ESPÍRITO SANTO,2019,Total,Ambos os sexos,43,Estimado em dados da saúde indígena,Provisório,2020,160,
11,MINAS GERAIS E ESPÍRITO SANTO,2019,Total,Ambos os sexos,44,Estimado em dados da saúde indígena,Provisório,2020,139,
11,MINAS GERAIS E ESPÍRITO SANTO,2019,Total,Ambos os sexos,45,Estimado em dados da saúde indígena,Provisório,2020,126,
11,MINAS GERAIS E ESPÍRITO SANTO,2019,Total,Ambos os sexos,46,Estimado em dados da saúde indígena,Provisório,2020,117,
11,MINAS GERAIS E ESPÍRITO SANTO,2019,Total,Ambos os sexos,47,Estimado em dados da saúde indígena,Provisório,2020,109,
11,MINAS GERAIS E ESPÍRITO SANTO,2019,Total,Ambos os sexos,48,Estimado em dados da saúde indígena,Provisório,2020,125,
11,MINAS GERAIS E ESPÍRITO SANTO,2019,Total,Ambos os sexos,49,Estimado em dados da saúde indígena,Provisório,2020,109,
11,MINAS GERAIS E ESPÍRITO SANTO,2019,Total,Ambos os sexos,50,Estimado em dados da saúde indígena,Provisório,2020,117,
11,MINAS GERAIS E ESPÍRITO SANTO,2019,Total,Ambos os sexos,51,Estimado em dados da saúde indígena,Provisório,2020,121,
11,MINAS GERAIS E ESPÍRITO SANTO,2019,Total,Ambos os sexos,52,Estimado em dados da saúde indígena,Provisório,2020,103,
11,MINAS GERAIS E ESPÍRITO SANTO,2019,Total,Ambos os sexos,53,Estimado em dados da saúde indígena,Provisório,2020,92,
11,MINAS GERAIS E ESPÍRITO SANTO,2019,Total,Ambos os sexos,54,Estimado em dados da saúde indígena,Provisório,2020,84,
11,MINAS GERAIS E ESPÍRITO SANTO,2019,Total,Ambos os sexos,55,Estimado em dados da saúde indígena,Provisório,2020,111,
11,MINAS GERAIS E ESPÍRITO SANTO,2019,Total,Ambos os sexos,56,Estimado em dados da saúde indígena,Provisório,2020,106,
11,MINAS GERAIS E ESPÍRITO SANTO,2019,Total,Ambos os sexos,57,Estimado em dados da saúde indígena,Provisório,2020,80,
11,MINAS GERAIS E ESPÍRITO SANTO,2019,Total,Ambos os sexos,58,Estimado em dados da saúde indígena,Provisório,2020,96,
11,MINAS GERAIS E ESPÍRITO SANTO,2019,Total,Ambos os sexos,59,Estimado em dados da saúde indígena,Provisório,2020,89,
11,MINAS GERAIS E ESPÍRITO SANTO,2019,Total,Ambos os sexos,60,Estimado em dados da saúde indígena,Provisório,2020,60,
11,MINAS GERAIS E ESPÍRITO SANTO,2019,Total,Ambos os sexos,61,Estimado em dados da saúde indígena,Provisório,2020,71,
11,MINAS GERAIS E ESPÍRITO SANTO,2019,Total,Ambos os sexos,62,Estimado em dados da saúde indígena,Provisório,2020,78,
11,MINAS GERAIS E ESPÍRITO SANTO,2019,Total,Ambos os sexos,63,Estimado em dados da saúde indígena,Provisório,2020,77,
11,MINAS GERAIS E ESPÍRITO SANTO,2019,Total,Ambos os sexos,64,Estimado em dados da saúde indígena,Provisório,2020,67,
11,MINAS GERAIS E ESPÍRITO SANTO,2019,Total,Ambos os sexos,65,Estimado em dados da saúde indígena,Provisório,2020,58,
11,MINAS GERAIS E ESPÍRITO SANTO,2019,Total,Ambos os sexos,66,Estimado em dados da saúde indígena,Provisório,2020,63,
11,MINAS GERAIS E ESPÍRITO SANTO,2019,Total,Ambos os sexos,67,Estimado em dados da saúde indígena,Provisório,2020,61,
11,MINAS GERAIS E ESPÍRITO SANTO,2019,Total,Ambos os sexos,68,Estimado em dados da saúde indígena,Provisório,2020,42,
11,MINAS GERAIS E ESPÍRITO SANTO,2019,Total,Ambos os sexos,69,Estimado em dados da saúde indígena,Provisório,2020,46,
11,MINAS GERAIS E ESPÍRITO SANTO,2019,Total,Ambos os sexos,70,Estimado em dados da saúde indígena,Provisório,2020,42,
11,MINAS GERAIS E ESPÍRITO SANTO,2019,Total,Ambos os sexos,71,Estimado em dados da saúde indígena,Provisório,2020,51,
11,MINAS GERAIS E ESPÍRITO SANTO,2019,Total,Ambos os sexos,72,Estimado em dados da saúde indígena,Provisório,2020,42,
11,MINAS GERAIS E ESPÍRITO SANTO,2019,Total,Ambos os sexos,73,Estimado em dados da saúde indígena,Provisório,2020,33,
11,MINAS GERAIS E ESPÍRITO SANTO,2019,Total,Ambos os sexos,74,Estimado em dados da saúde indígena,Provisório,2020,26,
11,MINAS GERAIS E ESPÍRITO SANTO,2019,Total,Ambos os sexos,75,Estimado em dados da saúde indígena,Provisório,2020,29,
11,MINAS GERAIS E ESPÍRITO SANTO,2019,Total,Ambos os sexos,76,Estimado em dados da saúde indígena,Provisório,2020,36,
11,MINAS GERAIS E ESPÍRITO SANTO,2019,Total,Ambos os sexos,77,Estimado em dados da saúde indígena,Provisório,2020,26,
11,MINAS GERAIS E ESPÍRITO SANTO,2019,Total,Ambos os sexos,78,Estimado em dados da saúde indígena,Provisório,2020,20,
11,MINAS GERAIS E ESPÍRITO SANTO,2019,Total,Ambos os sexos,79,Estimado em dados da saúde indígena,Provisório,2020,29,
11,MINAS GERAIS E ESPÍRITO SANTO,2019,Total,Ambos os sexos,80,Estimado em dados da saúde indígena,Provisório,2020,20,
11,MINAS GERAIS E ESPÍRITO SANTO,2019,Total,Ambos os sexos,81,Estimado em dados da saúde indígena,Provisório,2020,22,
11,MINAS GERAIS E ESPÍRITO SANTO,2019,Total,Ambos os sexos,82,Estimado em dados da saúde indígena,Provisório,2020,18,
11,MINAS GERAIS E ESPÍRITO SANTO,2019,Total,Ambos os sexos,83,Estimado em dados da saúde indígena,Provisório,2020,16,
11,MINAS GERAIS E ESPÍRITO SANTO,2019,Total,Ambos os sexos,84,Estimado em dados da saúde indígena,Provisório,2020,13,
11,MINAS GERAIS E ESPÍRITO SANTO,2019,Total,Ambos os sexos,85,Estimado em dados da saúde indígena,Provisório,2020,11,
11,MINAS GERAIS E ESPÍRITO SANTO,2019,Total,Ambos os sexos,86,Estimado em dados da saúde indígena,Provisório,2020,13,
11,MINAS GERAIS E ESPÍRITO SANTO,2019,Total,Ambos os sexos,87,Estimado em dados da saúde indígena,Provisório,2020,14,
11,MINAS GERAIS E ESPÍRITO SANTO,2019,Total,Ambos os sexos,88,Estimado em dados da saúde indígena,Provisório,2020,8,
11,MINAS GERAIS E ESPÍRITO SANTO,2019,Total,Ambos os sexos,89,Estimado em dados da saúde indígena,Provisório,2020,4,
11,MINAS GERAIS E ESPÍRITO SANTO,2019,Total,Ambos os sexos,90,Estimado em dados da saúde indígena,Provisório,2020,4,
11,MINAS GERAIS E ESPÍRITO SANTO,2019,Total,Ambos os sexos,91,Estimado em dados da saúde indígena,Provisório,2020,5,
11,MINAS GERAIS E ESPÍRITO SANTO,2019,Total,Ambos os sexos,92,Estimado em dados da saúde indígena,Provisório,2020,3,
11,MINAS GERAIS E ESPÍRITO SANTO,2019,Total,Ambos os sexos,93,Estimado em dados da saúde indígena,Provisório,2020,5,
11,MINAS GERAIS E ESPÍRITO SANTO,2019,Total,Ambos os sexos,94,Estimado em dados da saúde indígena,Provisório,2020,4,
11,MINAS GERAIS E ESPÍRITO SANTO,2019,Total,Ambos os sexos,95,Estimado em dados da saúde indígena,Provisório,2020,1,
11,MINAS GERAIS E ESPÍRITO SANTO,2019,Total,Ambos os sexos,96,Estimado em dados da saúde indígena,Provisório,2020,6,
11,MINAS GERAIS E ESPÍRITO SANTO,2019,Total,Ambos os sexos,97,Estimado em dados da saúde indígena,Provisório,2020,3,
11,MINAS GERAIS E ESPÍRITO SANTO,2019,Total,Ambos os sexos,98,Estimado em dados da saúde indígena,Provisório,2020,2,
11,MINAS GERAIS E ESPÍRITO SANTO,2019,Total,Ambos os sexos,99,Estimado em dados da saúde indígena,Provisório,2020,3,
11,MINAS GERAIS E ESPÍRITO SANTO,2019,Total,Ambos os sexos,100,Estimado em dados da saúde indígena,Provisório,2020,1,
11,MINAS GERAIS E ESPÍRITO SANTO,2019,Total,Ambos os sexos,103,Estimado em dados da saúde indígena,Provisório,2020,1,
11,MINAS GERAIS E ESPÍRITO SANTO,2019,Total,Ambos os sexos,104,Estimado em dados da saúde indígena,Provisório,2020,1,
11,MINAS GERAIS E ESPÍRITO SANTO,2019,Total,Ambos os sexos,107,Estimado em dados da saúde indígena,Provisório,2020,1,
12,VALE DO JAVARI,2019,Total,Ambos os sexos,0,Estimado em dados da saúde indígena,Provisório,2020,139,
12,VALE DO JAVARI,2019,Total,Ambos os sexos,1,Estimado em dados da saúde indígena,Provisório,2020,194,
12,VALE DO JAVARI,2019,Total,Ambos os sexos,2,Estimado em dados da saúde indígena,Provisório,2020,182,
12,VALE DO JAVARI,2019,Total,Ambos os sexos,3,Estimado em dados da saúde indígena,Provisório,2020,187,
12,VALE DO JAVARI,2019,Total,Ambos os sexos,4,Estimado em dados da saúde indígena,Provisório,2020,193,
12,VALE DO JAVARI,2019,Total,Ambos os sexos,5,Estimado em dados da saúde indígena,Provisório,2020,217,
12,VALE DO JAVARI,2019,Total,Ambos os sexos,6,Estimado em dados da saúde indígena,Provisório,2020,172,
12,VALE DO JAVARI,2019,Total,Ambos os sexos,7,Estimado em dados da saúde indígena,Provisório,2020,212,
